imgnum,xmin,ymin,xmax,ymax,hasHead
00079745.png,336,494,59,219,1
00079746.png,316,487,56,233,1
00079747.png,353,530,39,225,1
00079748.png,328,500,51,226,1
00079749.png,378,594,48,235,1
00079750.png,275,449,95,266,1
00079751.png,289,452,77,253,1
00079752.png,310,486,51,241,1
00079753.png,325,505,45,233,1
00079754.png,349,523,40,224,1
00079755.png,348,535,43,219,1
00079756.png,316,492,51,231,1
00079757.png,377,592,46,234,1
00079758.png,289,452,78,252,1
00079759.png,325,506,46,227,1
00079760.png,339,504,44,221,1
00079761.png,331,508,48,225,1
00079762.png,328,497,54,226,1
00079763.png,339,518,40,235,1
00079764.png,324,503,48,228,1
00079765.png,346,525,40,237,1
00079766.png,351,529,39,225,1
00079767.png,329,501,51,231,1
00079768.png,300,450,92,248,1
00079769.png,364,572,41,226,1
00079770.png,280,476,76,281,1
00079771.png,304,450,89,244,1
00079772.png,336,501,48,221,1
00079773.png,374,586,45,232,1
00079774.png,282,477,72,275,1
00079775.png,295,478,56,254,1
00079776.png,353,552,40,224,1
00079777.png,273,448,102,270,1
00079778.png,379,595,49,237,1
00079779.png,334,512,42,234,1
00079780.png,327,485,55,221,1
00079781.png,289,450,86,253,1
00079782.png,355,527,45,219,1
00079783.png,349,501,58,218,1
00079784.png,326,501,51,226,1
00079785.png,281,476,78,283,1
00079786.png,337,515,39,232,1
00079787.png,289,476,61,261,1
00079788.png,282,450,85,258,1
00079789.png,332,511,41,234,1
00079790.png,271,448,108,273,1
00079791.png,346,505,55,219,1
00079792.png,341,500,57,221,1
00079793.png,333,509,49,224,1
00079794.png,294,358,193,258,1
00079795.png,293,366,194,259,1
00079796.png,284,352,202,279,1
00079797.png,291,354,191,262,1
00079798.png,287,356,209,286,1
00079799.png,289,352,193,263,1
00079800.png,286,347,193,261,1
00079801.png,288,357,208,286,1
00079802.png,290,353,192,263,1
00079803.png,298,354,198,259,1
00079804.png,290,352,191,259,1
00079805.png,285,352,192,258,1
00079806.png,293,365,194,259,1
00079807.png,288,354,196,272,1
00079808.png,289,356,202,278,1
00079809.png,276,348,203,280,1
00079810.png,295,363,193,263,1
00079811.png,294,353,193,257,1
00079812.png,297,361,193,262,1
00079813.png,295,354,193,258,1
00079814.png,292,355,191,260,1
00079815.png,288,351,194,264,1
00079816.png,296,363,193,263,1
00079817.png,285,349,193,263,1
00079818.png,296,354,197,258,1
00079819.png,279,345,194,264,1
00079820.png,293,355,194,261,1
00079821.png,289,351,191,257,1
00079822.png,288,358,192,261,1
00079823.png,295,351,196,261,1
00079824.png,291,353,192,262,1
00079825.png,296,363,193,264,1
00079826.png,286,354,202,279,1
00079827.png,287,356,209,286,1
00079828.png,297,362,194,263,1
00079829.png,289,352,193,263,1
00079830.png,288,354,197,273,1
00079831.png,291,352,192,261,1
00079832.png,291,353,193,261,1
00079833.png,294,356,193,262,1
00079834.png,278,349,198,272,1
00079835.png,311,382,205,282,1
00079836.png,274,346,204,279,1
00079837.png,294,354,193,257,1
00079838.png,288,355,198,275,1
00079839.png,295,362,193,263,1
00079840.png,290,353,193,263,1
00079841.png,290,353,192,263,1
00079842.png,278,345,194,263,1
00079843.png,283,352,194,258,1
00079844.png,295,354,193,257,1
00079845.png,294,365,194,259,1
00079846.png,291,353,191,263,1
00079847.png,283,351,193,259,1
00079848.png,284,353,202,279,1
00079849.png,289,356,199,276,1
00079850.png,294,355,194,257,1
00079851.png,290,353,194,267,1
00079852.png,297,354,197,259,1
00079853.png,298,354,199,259,1
00079854.png,294,352,195,260,1
00079855.png,291,354,192,263,1
00079856.png,291,352,192,261,1
00079857.png,287,348,193,258,1
00079858.png,281,347,193,263,1
00079859.png,291,353,193,265,1
00079860.png,304,374,203,280,1
00079861.png,288,350,192,258,1
00079862.png,298,365,194,263,1
00079863.png,292,352,193,258,1
00079864.png,293,365,194,258,1
00079865.png,288,356,208,285,1
00079866.png,296,354,195,258,1
00079867.png,293,355,194,262,1
00079868.png,291,353,192,263,1
00079869.png,284,353,202,279,1
00079870.png,289,352,192,263,1
00079871.png,288,354,196,272,1
00079872.png,290,353,192,263,1
00079873.png,296,358,193,261,1
00079874.png,291,353,193,261,1
00079875.png,290,351,191,259,1
00079876.png,298,354,197,257,1
00079877.png,308,379,203,280,1
00079878.png,294,365,194,259,1
00079879.png,289,356,207,285,1
00079880.png,291,356,195,269,1
00079881.png,291,356,195,269,1
00079882.png,294,354,195,261,1
00079883.png,292,355,195,266,1
00079884.png,279,349,197,271,1
00079885.png,291,359,202,279,1
00079886.png,294,356,193,258,1
00079887.png,288,350,192,258,1
00079888.png,287,348,193,258,1
00079889.png,280,345,194,261,1
00079890.png,290,351,192,259,1
00079891.png,289,356,204,281,1
00079892.png,298,354,198,259,1
00079893.png,294,355,191,257,1
00079894.png,294,366,195,259,1
00079895.png,305,374,199,277,1
00079896.png,287,356,210,288,1
00079897.png,288,349,192,261,1
00079898.png,293,364,193,259,1
00079899.png,294,356,193,258,1
00079900.png,301,367,197,273,1
00079901.png,290,351,193,260,1
00079902.png,288,356,206,283,1
00079903.png,289,349,193,258,1
00079904.png,296,361,193,262,1
00079905.png,292,361,202,278,1
00079906.png,279,349,197,271,1
00079907.png,292,355,192,262,1
00079908.png,298,364,194,263,1
00079909.png,307,378,202,280,1
00079910.png,279,345,194,264,1
00079911.png,292,354,191,261,1
00079912.png,293,354,191,258,1
00079913.png,292,361,202,278,1
00079914.png,309,380,204,281,1
00079915.png,275,347,202,279,1
00079916.png,285,349,194,258,1
00079917.png,278,345,194,262,1
00079918.png,287,356,211,288,1
00079919.png,305,374,199,277,1
00079920.png,310,381,204,282,1
00079921.png,301,367,197,273,1
00079922.png,289,351,191,257,1
00079923.png,285,350,194,258,1
00079924.png,280,346,194,263,1
00079925.png,293,355,194,261,1
00079926.png,298,354,199,259,1
00079927.png,289,352,193,263,1
00079928.png,278,345,194,263,1
00079929.png,293,354,192,258,1
00079930.png,298,361,194,262,1
00079931.png,296,354,194,258,1
00079932.png,295,364,202,280,1
00079933.png,279,350,202,279,1
00079934.png,307,377,204,281,1
00079935.png,298,354,199,259,1
00079936.png,291,353,192,263,1
00079937.png,295,364,202,280,1
00079938.png,305,374,203,280,1
00079939.png,308,378,202,280,1
00079940.png,291,353,192,262,1
00079941.png,286,356,193,261,1
00079942.png,289,356,202,278,1
00079943.png,276,348,203,280,1
00079944.png,298,354,199,260,1
00079945.png,292,354,191,261,1
00079946.png,303,373,204,281,1
00079947.png,294,356,193,262,1
00079948.png,292,355,194,265,1
00079949.png,291,351,193,258,1
00079950.png,308,379,203,280,1
00079951.png,291,359,202,279,1
00079952.png,298,354,200,259,1
00079953.png,292,361,193,259,1
00079954.png,294,355,194,257,1
00079955.png,283,352,192,258,1
00079956.png,283,348,193,263,1
00079957.png,293,364,193,259,1
00079958.png,280,346,194,263,1
00079959.png,293,355,194,262,1
00079960.png,286,349,193,258,1
00079961.png,284,351,193,258,1
00079962.png,291,355,194,267,1
00079963.png,291,352,192,260,1
00079964.png,290,351,192,259,1
00079965.png,296,361,193,263,1
00079966.png,291,355,193,265,1
00079967.png,295,356,192,257,1
00079968.png,294,353,194,260,1
00079969.png,287,355,203,280,1
00079970.png,287,356,209,285,1
00079971.png,291,361,193,259,1
00079972.png,283,352,194,258,1
00079973.png,278,349,202,279,1
00079974.png,291,353,192,263,1
00079975.png,295,356,192,257,1
00079976.png,289,351,193,263,1
00079977.png,296,354,196,258,1
00079978.png,302,371,203,279,1
00079979.png,284,353,194,265,1
00079980.png,283,351,194,258,1
00079981.png,294,354,194,258,1
00079982.png,285,350,193,259,1
00079983.png,295,356,192,258,1
00079984.png,284,351,192,258,1
00079985.png,290,358,202,279,1
00079986.png,298,365,194,263,1
00079987.png,295,351,196,259,1
00079988.png,298,364,194,262,1
00079989.png,280,345,193,263,1
00079990.png,297,364,193,263,1
00079991.png,289,356,207,285,1
00079992.png,291,353,193,265,1
00079993.png,287,348,193,261,1
00079994.png,297,361,193,262,1
00079995.png,301,367,197,273,1
00079996.png,283,351,194,258,1
00079997.png,278,345,194,263,1
00079998.png,295,351,196,261,1
00079999.png,286,356,210,286,1
00080000.png,294,355,194,259,1
00080001.png,300,366,196,271,1
00080002.png,294,356,193,262,1
00080003.png,295,362,193,262,1
00080004.png,298,354,200,259,1
00080005.png,288,355,207,285,1
00080006.png,286,356,210,286,1
00080007.png,297,354,197,259,1
00080008.png,295,360,193,263,1
00080009.png,298,361,194,262,1
00080010.png,296,361,193,263,1
00080011.png,298,354,198,258,1
00080012.png,281,350,203,279,1
00080013.png,295,361,195,268,1
00080014.png,291,351,193,258,1
00080015.png,308,379,204,281,1
00080016.png,296,354,196,258,1
00080017.png,295,358,193,262,1
00080018.png,290,352,193,263,1
00080019.png,281,351,202,279,1
00080020.png,291,361,193,260,1
00080021.png,277,347,202,280,1
00080022.png,292,354,193,260,1
00080023.png,291,353,192,263,1
00080024.png,291,353,192,262,1
00080025.png,291,353,192,263,1
00080026.png,293,357,192,265,1
00080027.png,284,350,194,258,1
00080028.png,287,356,208,285,1
00080029.png,293,366,194,259,1
00080030.png,293,354,193,260,1
00080031.png,296,354,197,258,1
00080032.png,293,365,194,259,1
00080033.png,296,354,196,258,1
00080034.png,286,351,191,257,1
00080035.png,298,354,200,259,1
00080036.png,274,346,203,279,1
00080037.png,299,366,196,270,1
00080038.png,298,354,200,260,1
00080039.png,292,354,192,259,1
00080040.png,309,380,204,282,1
00080041.png,277,348,198,274,1
00080042.png,286,355,194,264,1
00080043.png,295,362,193,262,1
00080044.png,289,357,202,278,1
00080045.png,284,350,193,259,1
00080046.png,289,356,204,281,1
00080047.png,290,356,199,274,1
00080048.png,295,354,192,256,1
00080049.png,286,349,193,258,1
00080050.png,309,379,204,281,1
00080051.png,275,346,203,278,1
00080052.png,278,345,194,262,1
00080053.png,293,355,192,261,1
00080054.png,291,358,202,278,1
00080055.png,279,351,196,270,1
00080056.png,311,381,205,282,1
00080057.png,275,347,202,279,1
00080058.png,295,351,196,261,1
00080059.png,298,354,201,259,1
00080060.png,292,361,202,278,1
00080061.png,306,376,200,278,1
00080062.png,290,358,202,279,1
00080063.png,295,351,196,259,1
00080064.png,286,348,194,258,1
00080065.png,298,354,199,259,1
00080066.png,293,361,193,258,1
00080067.png,298,363,193,262,1
00080068.png,283,350,194,258,1
00080069.png,274,346,204,279,1
00080070.png,283,352,193,258,1
00080071.png,289,356,207,285,1
00080072.png,293,357,192,265,1
00080073.png,292,355,193,263,1
00080074.png,293,363,193,259,1
00080075.png,285,352,192,258,1
00080076.png,299,367,202,279,1
00080077.png,296,363,193,264,1
00080078.png,278,345,194,262,1
00080079.png,286,349,194,258,1
00080080.png,304,374,203,280,1
00080081.png,297,364,193,262,1
00080082.png,298,354,200,260,1
00080083.png,293,362,193,259,1
00080084.png,302,371,203,279,1
00080085.png,295,362,193,263,1
00080086.png,297,364,193,263,1
00080087.png,280,346,193,262,1
00080088.png,278,345,194,263,1
00080089.png,288,356,201,277,1
00080090.png,283,353,194,266,1
00080091.png,298,354,200,260,1
00080092.png,295,354,194,258,1
00080093.png,298,365,194,263,1
00080094.png,292,355,194,265,1
00080095.png,277,348,202,279,1
00080096.png,281,346,193,262,1
00080097.png,295,356,192,258,1
00080098.png,298,367,202,279,1
00080099.png,289,352,193,263,1
00080100.png,292,354,193,260,1
00080101.png,309,380,204,281,1
00080102.png,296,354,194,258,1
00080103.png,295,354,195,258,1
00080104.png,275,347,202,279,1
00080105.png,284,347,192,263,1
00080106.png,294,358,193,258,1
00080107.png,291,363,193,259,1
00080108.png,296,362,193,262,1
00080109.png,291,358,202,278,1
00080110.png,279,345,194,263,1
00080111.png,310,382,205,282,1
00080112.png,287,352,192,258,1
00080113.png,296,354,195,257,1
00080114.png,286,349,193,261,1
00080115.png,299,366,196,270,1
00080116.png,296,362,193,262,1
00080117.png,298,354,199,259,1
00080118.png,289,357,204,281,1
00080119.png,288,356,205,282,1
00080120.png,282,347,194,263,1
00080121.png,291,356,196,270,1
00080122.png,297,361,193,262,1
00080123.png,278,348,197,273,1
00080124.png,294,355,194,257,1
00080125.png,310,382,205,282,1
00080126.png,293,354,191,258,1
00080127.png,288,355,202,279,1
00080128.png,291,352,192,260,1
00080129.png,295,356,193,262,1
00080130.png,290,353,193,264,1
00080131.png,275,347,203,278,1
00080132.png,279,345,193,262,1
00080133.png,296,354,196,258,1
00080134.png,277,348,202,279,1
00080135.png,285,349,193,263,1
00080136.png,298,354,199,260,1
00080137.png,275,348,203,279,1
00080138.png,301,367,197,273,1
00080139.png,291,353,193,265,1
00080140.png,293,357,192,265,1
00080141.png,286,357,193,262,1
00080142.png,293,366,194,259,1
00080143.png,278,349,202,279,1
00080144.png,286,354,202,279,1
00080145.png,275,348,203,279,1
00080146.png,286,355,194,264,1
00080147.png,293,366,194,259,1
00080148.png,295,358,193,262,1
00080149.png,286,351,191,257,1
00080150.png,295,354,193,257,1
00080151.png,294,365,194,259,1
00080152.png,277,348,202,279,1
00080153.png,294,357,192,262,1
00080154.png,288,355,202,279,1
00080155.png,297,365,193,263,1
00080156.png,309,380,204,282,1
00080157.png,287,356,211,288,1
00080158.png,278,345,194,262,1
00080159.png,293,352,193,258,1
00080160.png,297,354,197,259,1
00080161.png,282,347,194,263,1
00080162.png,281,347,193,263,1
00080163.png,297,354,196,258,1
00080164.png,290,353,192,263,1
00080165.png,297,354,197,259,1
00080166.png,280,345,194,261,1
00080167.png,287,352,192,258,1
00080168.png,299,368,203,280,1
00080169.png,288,355,199,277,1
00080170.png,293,364,193,259,1
00080171.png,293,364,193,258,1
00080172.png,290,353,193,264,1
00080173.png,289,356,201,277,1
00080174.png,296,354,197,258,1
00080175.png,292,355,195,266,1
00080176.png,296,354,197,258,1
00080177.png,296,354,196,258,1
00080178.png,295,354,194,258,1
00080179.png,292,360,202,279,1
00080180.png,291,354,193,264,1
00080181.png,297,365,202,280,1
00080182.png,299,368,203,280,1
00080183.png,279,346,194,263,1
00080184.png,302,371,203,279,1
00080185.png,283,351,194,258,1
00080186.png,286,356,210,286,1
00080187.png,295,364,202,280,1
00080188.png,294,352,195,260,1
00080189.png,292,352,194,257,1
00080190.png,290,353,191,263,1
00080191.png,295,354,194,258,1
00080192.png,288,349,192,261,1
00080193.png,275,347,202,279,1
00080194.png,296,354,197,258,1
00080195.png,299,366,196,270,1
00080196.png,296,363,193,264,1
00080197.png,288,350,192,258,1
00080198.png,278,348,197,273,1
00080199.png,288,355,206,283,1
00080200.png,296,361,193,262,1
00080201.png,283,352,192,258,1
00080202.png,283,348,193,263,1
00080203.png,296,354,194,258,1
00080204.png,291,353,192,263,1
00080205.png,288,355,202,279,1
00080206.png,280,345,194,262,1
00080207.png,285,355,193,262,1
00080208.png,283,351,193,259,1
00080209.png,283,351,194,258,1
00080210.png,306,376,203,280,1
00080211.png,291,353,192,262,1
00080212.png,283,351,193,258,1
00080213.png,288,354,196,272,1
00080214.png,288,351,191,258,1
00080215.png,303,371,199,275,1
00080216.png,295,354,192,256,1
00080217.png,290,350,193,258,1
00080218.png,291,353,192,262,1
00080219.png,292,360,202,279,1
00080220.png,309,380,204,281,1
00080221.png,289,360,192,260,1
00080222.png,297,365,202,280,1
00080223.png,288,349,193,258,1
00080224.png,289,353,194,267,1
00080225.png,298,364,193,263,1
00080226.png,292,354,192,259,1
00080227.png,292,352,194,257,1
00080228.png,298,364,193,264,1
00080229.png,310,383,205,282,1
00080230.png,309,379,205,281,1
00080231.png,308,379,203,280,1
00080232.png,291,353,192,263,1
00080233.png,289,353,194,268,1
00080234.png,281,351,196,268,1
00080235.png,293,362,193,259,1
00080236.png,280,345,194,262,1
00080237.png,287,356,208,285,1
00080238.png,296,363,193,263,1
00080239.png,286,348,194,258,1
00080240.png,281,348,194,264,1
00080241.png,293,354,192,259,1
00080242.png,288,351,192,258,1
00080243.png,285,349,193,263,1
00080244.png,294,354,194,258,1
00080245.png,298,354,199,259,1
00080246.png,295,354,193,257,1
00080247.png,273,346,204,279,1
00080248.png,275,347,201,276,1
00080249.png,298,364,193,264,1
00080250.png,297,365,193,263,1
00080251.png,290,353,192,262,1
00080252.png,288,358,192,261,1
00080253.png,295,363,193,263,1
00080254.png,274,346,203,279,1
00080255.png,288,349,193,258,1
00080256.png,293,355,194,262,1
00080257.png,279,351,196,270,1
00080258.png,289,361,193,260,1
00080259.png,309,380,204,281,1
00080260.png,293,364,193,259,1
00080261.png,291,353,191,260,1
00080262.png,288,349,193,258,1
00080263.png,310,382,205,282,1
00080264.png,297,354,197,258,1
00080265.png,291,351,193,258,1
00080266.png,288,355,201,279,1
00080267.png,288,357,209,286,1
00080268.png,280,345,194,261,1
00080269.png,290,353,192,262,1
00080270.png,292,354,191,261,1
00080271.png,289,356,204,281,1
00080272.png,281,347,193,263,1
00080273.png,281,351,202,279,1
00080274.png,296,354,194,258,1
00080275.png,294,354,193,258,1
00080276.png,295,356,193,262,1
00080277.png,310,382,205,282,1
00080278.png,292,361,202,278,1
00080279.png,311,382,205,282,1
00080280.png,291,358,202,278,1
00080281.png,298,354,200,259,1
00080282.png,285,351,192,258,1
00080283.png,290,354,193,262,1
00080284.png,301,370,198,274,1
00080285.png,294,354,195,261,1
00080286.png,296,360,193,262,1
00080287.png,288,350,192,258,1
00080288.png,286,355,194,264,1
00080289.png,298,364,195,270,1
00080290.png,289,349,194,261,1
00080291.png,294,354,192,256,1
00080292.png,284,350,194,258,1
00080293.png,293,361,203,279,1
00080294.png,281,347,193,262,1
00080295.png,291,353,193,263,1
00080296.png,297,354,195,257,1
00080297.png,277,348,202,279,1
00080298.png,288,349,192,261,1
00080299.png,291,353,192,262,1
00080300.png,290,353,193,264,1
00080301.png,274,346,203,278,1
00080302.png,292,355,193,263,1
00080303.png,295,354,192,256,1
00080304.png,291,353,192,262,1
00080305.png,276,347,203,279,1
00080306.png,289,356,199,276,1
00080307.png,290,352,191,259,1
00080308.png,294,355,193,262,1
00080309.png,294,362,202,278,1
00080310.png,278,349,202,279,1
00080311.png,291,354,192,262,1
00080312.png,295,359,192,262,1
00080313.png,288,349,193,261,1
00080314.png,279,346,193,263,1
00080315.png,289,351,192,261,1
00080316.png,293,355,194,261,1
00080317.png,295,354,194,258,1
00080318.png,285,350,193,259,1
00080319.png,295,354,194,258,1
00080320.png,292,352,194,257,1
00080321.png,280,345,193,263,1
00080322.png,278,345,193,263,1
00080323.png,289,353,193,266,1
00080324.png,280,346,193,262,1
00080325.png,294,354,195,261,1
00080326.png,292,360,202,279,1
00080327.png,285,352,192,258,1
00080328.png,291,352,192,261,1
00080329.png,284,349,193,262,1
00080330.png,289,356,200,276,1
00080331.png,295,354,193,258,1
00080332.png,298,354,199,259,1
00080333.png,288,354,197,273,1
00080334.png,292,354,193,260,1
00080335.png,308,378,202,280,1
00080336.png,310,381,204,282,1
00080337.png,288,354,197,273,1
00080338.png,284,349,193,262,1
00080339.png,309,381,203,281,1
00080340.png,292,355,193,261,1
00080341.png,279,350,202,279,1
00080342.png,290,353,191,263,1
00080343.png,290,354,193,262,1
00080344.png,291,356,196,270,1
00080345.png,290,350,193,258,1
00080346.png,292,355,192,262,1
00080347.png,298,364,193,263,1
00080348.png,297,361,193,262,1
00080349.png,278,349,198,272,1
00080350.png,297,364,193,263,1
00080351.png,293,366,194,259,1
00080352.png,260,419,123,310,1
00080353.png,261,415,128,314,1
00080354.png,231,428,63,281,1
00080355.png,206,397,68,278,1
00080356.png,219,456,46,280,1
00080357.png,236,392,132,313,1
00080358.png,178,396,60,289,1
00080359.png,220,454,47,280,1
00080360.png,166,435,25,306,1
00080361.png,189,397,62,282,1
00080362.png,186,353,121,319,1
00080363.png,219,413,68,277,1
00080364.png,239,441,66,284,1
00080365.png,238,391,139,316,1
00080366.png,213,414,64,276,1
00080367.png,218,412,69,277,1
00080368.png,243,416,103,293,1
00080369.png,176,401,49,277,1
00080370.png,202,414,53,275,1
00080371.png,176,429,28,292,1
00080372.png,208,426,44,277,1
00080373.png,169,347,115,321,1
00080374.png,215,403,72,276,1
00080375.png,186,353,121,319,1
00080376.png,199,363,122,316,1
00080377.png,237,395,125,310,1
00080378.png,175,352,109,311,1
00080379.png,234,445,63,286,1
00080380.png,236,448,64,286,1
00080381.png,188,412,64,277,1
00080382.png,218,399,88,286,1
00080383.png,177,428,29,291,1
00080384.png,253,407,127,313,1
00080385.png,229,394,110,302,1
00080386.png,242,388,153,318,1
00080387.png,219,399,86,285,1
00080388.png,221,417,63,276,1
00080389.png,207,406,65,276,1
00080390.png,165,433,22,304,1
00080391.png,175,427,27,291,1
00080392.png,186,404,49,276,1
00080393.png,183,399,60,285,1
00080394.png,218,456,46,279,1
00080395.png,219,413,73,278,1
00080396.png,173,351,113,317,1
00080397.png,180,397,61,287,1
00080398.png,167,434,26,305,1
00080399.png,181,400,47,276,1
00080400.png,236,392,132,313,1
00080401.png,217,412,72,278,1
00080402.png,163,410,52,281,1
00080403.png,218,458,47,280,1
00080404.png,163,410,52,281,1
00080405.png,217,413,69,278,1
00080406.png,181,400,47,276,1
00080407.png,177,428,29,291,1
00080408.png,219,409,75,279,1
00080409.png,191,409,47,275,1
00080410.png,183,412,62,277,1
00080411.png,167,411,54,279,1
00080412.png,239,426,70,278,1
00080413.png,221,417,63,276,1
00080414.png,230,399,108,299,1
00080415.png,237,389,139,315,1
00080416.png,232,392,120,308,1
00080417.png,239,426,70,278,1
00080418.png,183,412,62,277,1
00080419.png,178,425,29,290,1
00080420.png,261,417,129,314,1
00080421.png,183,397,62,285,1
00080422.png,237,392,138,315,1
00080423.png,175,427,27,291,1
00080424.png,226,385,123,312,1
00080425.png,239,437,66,283,1
00080426.png,218,412,71,277,1
00080427.png,215,410,68,277,1
00080428.png,205,413,74,278,1
00080429.png,236,395,124,311,1
00080430.png,163,407,50,281,1
00080431.png,165,405,51,279,1
00080432.png,195,361,121,317,1
00080433.png,219,458,47,280,1
00080434.png,221,417,63,276,1
00080435.png,242,388,152,317,1
00080436.png,227,401,97,292,1
00080437.png,253,407,127,314,1
00080438.png,163,409,53,280,1
00080439.png,181,395,60,285,1
00080440.png,170,431,25,299,1
00080441.png,201,366,121,315,1
00080442.png,219,452,47,279,1
00080443.png,237,434,67,281,1
00080444.png,206,398,68,279,1
00080445.png,174,429,27,295,1
00080446.png,211,428,46,276,1
00080447.png,173,431,27,297,1
00080448.png,206,406,62,275,1
00080449.png,172,428,25,295,1
00080450.png,221,421,61,275,1
00080451.png,239,389,147,317,1
00080452.png,219,413,73,278,1
00080453.png,262,419,127,314,1
00080454.png,218,419,64,278,1
00080455.png,219,409,75,279,1
00080456.png,239,388,146,316,1
00080457.png,183,399,60,285,1
00080458.png,221,425,59,274,1
00080459.png,239,388,146,316,1
00080460.png,261,418,125,311,1
00080461.png,175,352,109,311,1
00080462.png,230,423,63,278,1
00080463.png,218,413,82,281,1
00080464.png,236,390,138,315,1
00080465.png,218,413,82,281,1
00080466.png,228,387,123,312,1
00080467.png,217,412,72,278,1
00080468.png,185,360,103,306,1
00080469.png,209,402,72,278,1
00080470.png,167,411,54,279,1
00080471.png,163,409,52,281,1
00080472.png,178,396,60,289,1
00080473.png,234,449,63,287,1
00080474.png,174,347,121,323,1
00080475.png,166,435,23,305,1
00080476.png,243,416,103,293,1
00080477.png,220,409,78,282,1
00080478.png,163,409,51,281,1
00080479.png,189,397,62,282,1
00080480.png,254,418,115,302,1
00080481.png,262,419,127,314,1
00080482.png,173,351,113,317,1
00080483.png,221,420,63,275,1
00080484.png,189,354,121,318,1
00080485.png,221,444,52,275,1
00080486.png,236,450,62,286,1
00080487.png,188,397,63,284,1
00080488.png,193,396,63,281,1
00080489.png,214,433,46,275,1
00080490.png,166,345,121,326,1
00080491.png,191,416,42,279,1
00080492.png,195,361,121,317,1
00080493.png,232,422,72,279,1
00080494.png,232,431,63,281,1
00080495.png,200,397,64,278,1
00080496.png,216,418,63,277,1
00080497.png,228,401,80,269,1
00080498.png,236,390,134,313,1
00080499.png,166,435,25,306,1
00080500.png,193,413,47,276,1
00080501.png,195,418,45,277,1
00080502.png,172,428,25,295,1
00080503.png,256,410,127,314,1
00080504.png,178,396,60,289,1
00080505.png,218,413,82,281,1
00080506.png,163,409,51,280,1
00080507.png,219,411,74,279,1
00080508.png,225,403,91,289,1
00080509.png,240,388,152,317,1
00080510.png,178,427,30,289,1
00080511.png,185,419,35,283,1
00080512.png,221,403,76,273,1
00080513.png,218,453,46,278,1
00080514.png,235,416,95,288,1
00080515.png,232,422,72,279,1
00080516.png,163,410,52,281,1
00080517.png,204,397,68,278,1
00080518.png,219,452,47,279,1
00080519.png,203,407,59,274,1
00080520.png,177,428,29,291,1
00080521.png,184,423,33,284,1
00080522.png,221,422,59,273,1
00080523.png,164,410,54,280,1
00080524.png,262,418,131,315,1
00080525.png,175,426,27,292,1
00080526.png,215,416,65,276,1
00080527.png,221,397,95,290,1
00080528.png,240,388,148,316,1
00080529.png,234,391,126,311,1
00080530.png,252,404,127,313,1
00080531.png,205,388,84,285,1
00080532.png,199,398,65,279,1
00080533.png,234,452,63,288,1
00080534.png,198,412,50,275,1
00080535.png,214,374,123,312,1
00080536.png,220,447,50,278,1
00080537.png,219,450,46,279,1
00080538.png,170,404,51,278,1
00080539.png,184,423,33,284,1
00080540.png,181,423,29,286,1
00080541.png,232,435,63,281,1
00080542.png,239,441,66,284,1
00080543.png,188,412,64,277,1
00080544.png,228,418,72,278,1
00080545.png,181,396,61,285,1
00080546.png,219,453,48,278,1
00080547.png,182,397,60,287,1
00080548.png,237,434,67,281,1
00080549.png,232,437,63,284,1
00080550.png,167,405,50,279,1
00080551.png,240,388,148,316,1
00080552.png,234,447,63,285,1
00080553.png,222,427,59,275,1
00080554.png,166,434,24,306,1
00080555.png,222,406,84,284,1
00080556.png,166,406,51,280,1
00080557.png,239,388,146,316,1
00080558.png,210,411,63,276,1
00080559.png,202,414,53,275,1
00080560.png,210,412,64,276,1
00080561.png,241,388,151,316,1
00080562.png,215,403,72,276,1
00080563.png,188,421,39,281,1
00080564.png,163,344,121,328,1
00080565.png,210,397,78,281,1
00080566.png,235,394,124,312,1
00080567.png,222,414,72,278,1
00080568.png,206,406,62,275,1
00080569.png,243,399,126,311,1
00080570.png,235,394,123,310,1
00080571.png,184,423,33,284,1
00080572.png,160,344,121,329,1
00080573.png,210,409,64,276,1
00080574.png,217,414,66,277,1
00080575.png,179,349,121,321,1
00080576.png,175,403,49,276,1
00080577.png,218,378,123,313,1
00080578.png,178,402,50,277,1
00080579.png,237,451,63,287,1
00080580.png,218,412,71,277,1
00080581.png,262,418,131,315,1
00080582.png,217,412,71,278,1
00080583.png,177,411,59,277,1
00080584.png,212,401,76,280,1
00080585.png,239,428,69,279,1
00080586.png,203,366,122,314,1
00080587.png,200,416,48,276,1
00080588.png,170,433,23,302,1
00080589.png,224,416,72,278,1
00080590.png,227,402,78,271,1
00080591.png,219,453,48,278,1
00080592.png,170,432,24,302,1
00080593.png,232,431,63,281,1
00080594.png,179,397,59,289,1
00080595.png,179,397,61,287,1
00080596.png,215,414,79,278,1
00080597.png,239,388,146,316,1
00080598.png,180,396,61,287,1
00080599.png,210,412,64,276,1
00080600.png,170,404,51,278,1
00080601.png,180,412,60,277,1
00080602.png,217,414,66,277,1
00080603.png,170,403,50,278,1
00080604.png,236,452,62,288,1
00080605.png,214,433,46,275,1
00080606.png,188,412,64,277,1
00080607.png,230,400,82,268,1
00080608.png,197,417,45,277,1
00080609.png,218,412,71,278,1
00080610.png,217,414,66,277,1
00080611.png,210,397,78,281,1
00080612.png,256,411,128,314,1
00080613.png,218,443,46,276,1
00080614.png,163,344,120,328,1
00080615.png,219,452,45,279,1
00080616.png,162,407,52,281,1
00080617.png,229,394,110,302,1
